288	576	576	576	576	1152	576	1152	1152	2304	2304	2304	2304	2304	1152	2304	2304	2304	2304	1152	1152	576	2304	2304	2304	2304	2304	2304	576	1152	1152	2304	1152	2304	2304	1152	2304	2304	1152	1152	2304	2304	288	1152	576	576	1152	1152	576	-0.680995	
288	576	576	576	1152	576	288	1152	2304	1152	1152	2304	1152	1152	1152	2304	1152	2304	1152	2304	1152	576	2304	2304	1152	2304	1152	1152	576	1152	1152	2304	2304	1152	1152	576	1152	2304	2304	1152	1152	2304	288	1152	576	1152	1152	1152	288	-0.596232	
288	576	1152	1152	576	576	288	1152	1152	1152	1152	2304	2304	2304	1152	2304	1152	1152	2304	2304	2304	576	1152	2304	2304	1152	1152	1152	1152	1152	2304	2304	2304	1152	1152	576	2304	2304	1152	2304	2304	2304	576	576	576	1152	576	576	576	-0.712705	
288	1152	1152	1152	576	576	576	1152	2304	1152	1152	1152	2304	1152	576	1152	1152	1152	2304	1152	2304	1152	2304	2304	1152	1152	2304	1152	576	1152	2304	1152	1152	2304	1152	1152	2304	1152	2304	2304	1152	2304	288	1152	576	1152	576	1152	288	-0.706569	
576	576	1152	576	1152	576	288	1152	1152	1152	2304	1152	2304	1152	1152	2304	2304	2304	2304	2304	1152	1152	2304	2304	1152	1152	1152	1152	576	1152	2304	1152	1152	1152	1152	576	1152	2304	1152	2304	1152	2304	288	576	576	576	576	1152	288	-0.711028	
576	576	576	576	576	1152	288	1152	2304	2304	2304	1152	1152	1152	576	1152	2304	2304	2304	2304	2304	576	1152	2304	2304	1152	1152	2304	576	1152	2304	1152	2304	1152	2304	576	1152	2304	1152	1152	2304	2304	576	576	1152	1152	1152	576	288	-0.742691	
288	576	1152	1152	576	1152	576	1152	2304	1152	1152	2304	2304	1152	1152	2304	2304	1152	1152	1152	1152	1152	1152	2304	1152	2304	2304	1152	576	1152	1152	1152	1152	2304	1152	1152	1152	2304	1152	1152	2304	1152	288	576	576	576	576	1152	576	-0.621532	
576	1152	1152	1152	1152	1152	288	1152	2304	1152	2304	1152	1152	2304	576	2304	2304	2304	2304	2304	2304	576	2304	2304	1152	2304	2304	2304	1152	2304	1152	1152	1152	1152	2304	1152	1152	2304	1152	2304	2304	1152	576	1152	576	576	576	1152	288	-0.730151	
576	576	1152	1152	1152	576	288	1152	1152	1152	1152	1152	2304	1152	576	2304	1152	2304	1152	1152	2304	576	1152	2304	1152	1152	2304	1152	1152	2304	2304	2304	1152	2304	2304	1152	2304	2304	2304	1152	2304	1152	576	576	1152	576	576	576	576	-0.746045	
576	576	1152	576	576	576	576	1152	1152	1152	1152	2304	2304	2304	576	2304	1152	1152	1152	1152	1152	576	1152	2304	1152	2304	2304	2304	1152	1152	1152	1152	1152	2304	1152	1152	2304	1152	1152	1152	1152	2304	288	576	576	1152	576	1152	288	-0.650563	
288	576	576	1152	576	576	576	1152	1152	1152	1152	2304	2304	2304	576	2304	1152	1152	2304	2304	2304	576	2304	2304	1152	2304	2304	1152	576	2304	2304	2304	1152	2304	1152	1152	2304	1152	1152	1152	1152	1152	576	576	576	576	576	1152	576	-0.626152	
576	576	1152	1152	1152	1152	288	576	1152	1152	1152	1152	2304	1152	576	1152	2304	2304	1152	1152	2304	1152	2304	2304	1152	2304	1152	2304	576	2304	2304	1152	2304	2304	2304	576	1152	2304	2304	2304	2304	1152	288	1152	576	1152	576	576	288	-0.697457	
576	576	1152	576	1152	1152	288	576	1152	1152	2304	1152	2304	1152	576	1152	1152	2304	1152	2304	2304	1152	1152	2304	2304	2304	1152	2304	576	1152	1152	1152	1152	2304	2304	576	1152	2304	2304	1152	1152	1152	576	576	1152	1152	1152	576	576	-0.740062	
576	1152	576	1152	576	576	576	1152	1152	2304	2304	2304	1152	1152	576	2304	1152	2304	2304	1152	1152	576	2304	2304	2304	2304	1152	2304	1152	1152	2304	2304	2304	2304	1152	576	2304	1152	1152	2304	1152	2304	288	576	576	1152	576	1152	288	-0.652022	
288	1152	576	576	576	576	576	576	2304	1152	1152	1152	2304	2304	576	1152	1152	1152	1152	2304	1152	576	2304	2304	1152	1152	1152	2304	1152	2304	2304	2304	2304	1152	2304	576	2304	1152	1152	1152	1152	1152	288	576	576	1152	1152	1152	288	-0.680014	
288	576	576	576	576	1152	288	1152	1152	1152	2304	2304	1152	1152	576	1152	2304	1152	2304	2304	1152	576	2304	2304	1152	1152	2304	1152	576	1152	1152	2304	2304	1152	2304	576	2304	2304	1152	1152	1152	2304	576	1152	1152	576	1152	1152	288	-0.72019	
288	576	1152	1152	576	576	576	1152	2304	1152	2304	2304	1152	2304	576	1152	1152	1152	2304	2304	2304	1152	2304	2304	2304	2304	2304	2304	576	1152	1152	2304	2304	1152	2304	576	2304	2304	1152	2304	1152	1152	288	576	576	576	1152	1152	576	-0.731316	
288	1152	1152	1152	576	1152	576	1152	2304	1152	2304	1152	2304	2304	576	2304	1152	1152	1152	2304	2304	1152	2304	2304	2304	2304	2304	2304	576	1152	2304	2304	1152	1152	1152	576	2304	1152	2304	2304	2304	1152	288	576	1152	576	1152	1152	288	-0.754102	
288	576	1152	576	576	576	576	1152	1152	2304	2304	1152	1152	2304	576	1152	1152	2304	2304	1152	1152	1152	2304	2304	2304	2304	2304	2304	576	2304	2304	2304	1152	1152	1152	1152	1152	2304	2304	1152	1152	2304	288	1152	576	576	1152	576	288	-0.612765	
576	576	1152	1152	1152	1152	288	576	2304	2304	1152	1152	1152	1152	576	2304	2304	1152	2304	1152	1152	576	2304	2304	2304	2304	1152	1152	576	1152	2304	2304	1152	1152	1152	576	1152	2304	1152	2304	1152	1152	576	1152	576	1152	1152	576	288	-0.680316	
576	1152	576	576	576	576	288	1152	1152	1152	1152	1152	1152	1152	1152	2304	1152	1152	1152	2304	1152	1152	2304	2304	2304	2304	1152	2304	1152	2304	1152	2304	1152	2304	2304	576	2304	2304	2304	2304	1152	1152	576	1152	576	576	576	576	576	-0.623887	
